Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KWH(ch: 3  set:0)    ,KVAH(ch: 3  set:0)   ,PF(ch: 4  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KW(ch: 3  set:0)    ,KVA(0(ch: 3  set:0) ,PF(0(ch: 4  set:0)  ,, PV 17.7 kW Rated Suniva Array
H202010637868     ,2018/12/06 11:00,49.58,20.79,0,53.76,0.92,198.32,83.16,0,215.05,0.92,,12/6/18 11:00,10.41
H202010637868     ,2018/12/06 11:15,50.46,21.08,0,54.69,0.92,201.84,84.33,0,218.74,0.92,,12/6/18 11:15,10.53
H202010637868     ,2018/12/06 11:30,47.63,20.5,0,51.85,0.92,190.52,81.98,0,207.41,0.92,,12/6/18 11:30,10.66
H202010637868     ,2018/12/06 11:45,46.85,20.3,0,51.06,0.92,187.39,81.2,0,204.23,0.92,,12/6/18 11:45,10.81
H202010637868     ,2018/12/06 12:00,48.21,20.5,0,52.39,0.92,192.86,81.98,0,209.56,0.92,,12/6/18 12:00,10.91
H202010637868     ,2018/12/06 12:15,47.43,20.3,0,51.6,0.92,189.73,81.2,0,206.38,0.92,,12/6/18 12:15,11
H202010637868     ,2018/12/06 12:30,47.92,20.4,0,52.08,0.92,191.69,81.59,0,208.33,0.92,,12/6/18 12:30,11.51
H202010637868     ,2018/12/06 12:45,49.09,20.69,0,53.28,0.92,196.37,82.76,0,213.1,0.92,,12/6/18 12:45,10.94
H202010637868     ,2018/12/06 13:00,49,20.4,0,53.07,0.92,195.98,81.59,0,212.29,0.92,,12/6/18 13:00,10.84
H202010637868     ,2018/12/06 13:15,50.75,20.89,0,54.88,0.92,203.01,83.55,0,219.53,0.92,,12/6/18 13:15,10.61
H202010637868     ,2018/12/06 13:30,48.02,20.11,0,52.06,0.92,192.08,80.42,0,208.23,0.92,,12/6/18 13:30,10.38
H202010637868     ,2018/12/06 13:45,48.41,20.2,0,52.46,0.92,193.64,80.81,0,209.83,0.92,,12/6/18 13:45,10.11
H202010637868     ,2018/12/06 14:00,48.21,19.91,0,52.16,0.92,192.86,79.64,0,208.65,0.92,,12/6/18 14:00,9.83
H202010637868     ,2018/12/06 14:15,48.7,20.2,0,52.73,0.92,194.81,80.81,0,210.91,0.92,,12/6/18 14:15,9.42
H202010637868     ,2018/12/06 14:30,44.21,19.42,0,48.29,0.92,176.85,77.69,0,193.16,0.92,,12/6/18 14:30,8.96
H202010637868     ,2018/12/06 14:45,43.53,19.23,0,47.59,0.91,174.12,76.91,0,190.35,0.91,,12/6/18 14:45,8.44
H202010637868     ,2018/12/06 15:00,44.7,19.52,0,48.78,0.92,178.8,78.08,0,195.11,0.92,,12/6/18 15:00,7.87
H202010637868     ,2018/12/06 15:15,45.29,19.42,0,49.28,0.92,181.15,77.69,0,197.1,0.92,,12/6/18 15:15,7.27
H202010637868     ,2018/12/06 15:30,45.09,19.32,0,49.06,0.92,180.36,77.3,0,196.23,0.92,,12/6/18 15:30,6.84
H202010637868     ,2018/12/06 15:45,45.29,19.23,0,49.2,0.92,181.15,76.91,0,196.8,0.92,,12/6/18 15:45,5.93
H202010637868     ,2018/12/06 16:00,45.68,19.13,0,49.52,0.92,182.71,76.52,0,198.08,0.92,,12/6/18 16:00,5.94
H202010637868     ,2018/12/06 16:15,46.65,18.84,0,50.31,0.93,186.61,75.35,0,201.25,0.93,,12/6/18 16:15,4.88
H202010637868     ,2018/12/06 16:30,47.43,18.64,0,50.97,0.93,189.73,74.57,0,203.86,0.93,,12/6/18 16:30,4.56
H202010637868     ,2018/12/06 16:45,47.14,19.23,0,50.91,0.93,188.56,76.91,0,203.64,0.93,,12/6/18 16:45,0.95
H202010637868     ,2018/12/06 17:00,47.34,19.91,0,51.35,0.92,189.34,79.64,0,205.41,0.92,,12/6/18 17:00,0.7
H202010637868     ,2018/12/06 17:15,47.43,20.01,0,51.48,0.92,189.73,80.03,0,205.92,0.92,,12/6/18 17:15,0.65
H202010637868     ,2018/12/06 17:30,46.65,19.91,0,50.72,0.92,186.61,79.64,0,202.9,0.92,,12/6/18 17:30,0.21
H202010637868     ,2018/12/06 17:45,46.65,19.81,0,50.69,0.92,186.61,79.25,0,202.74,0.92,,12/6/18 17:45,0.01
H202010637868     ,2018/12/06 18:00,46.75,19.91,0,50.81,0.92,187,79.64,0,203.25,0.92,,12/6/18 18:00,0.01
H202010637868     ,2018/12/06 18:15,46.36,19.91,0,50.45,0.92,185.44,79.64,0,201.82,0.92,,12/6/18 18:15,0.01
H202010637868     ,2018/12/06 18:30,47.04,19.91,0,51.08,0.92,188.17,79.64,0,204.33,0.92,,12/6/18 18:30,0.01
H202010637868     ,2018/12/06 18:45,45.58,19.72,0,49.66,0.92,182.32,78.86,0,198.64,0.92,,12/6/18 18:45,0.01
H202010637868     ,2018/12/06 19:00,44.99,19.42,0,49.01,0.92,179.97,77.69,0,196.03,0.92,,12/6/18 19:00,0.01
H202010637868     ,2018/12/06 19:15,44.9,19.52,0,48.96,0.92,179.58,78.08,0,195.82,0.92,,12/6/18 19:15,0.01
H202010637868     ,2018/12/06 19:30,44.8,19.81,0,48.98,0.91,179.19,79.25,0,195.94,0.91,,12/6/18 19:30,0.01
H202010637868     ,2018/12/06 19:45,44.8,19.81,0,48.98,0.91,179.19,79.25,0,195.94,0.91,,12/6/18 19:45,0.01
H202010637868     ,2018/12/06 20:00,44.7,19.03,0,48.58,0.92,178.8,76.13,0,194.33,0.92,,12/6/18 20:00,0.01
H202010637868     ,2018/12/06 20:15,44.8,19.13,0,48.71,0.92,179.19,76.52,0,194.85,0.92,,12/6/18 20:15,0.01
H202010637868     ,2018/12/06 20:30,44.41,19.23,0,48.39,0.92,177.63,76.91,0,193.57,0.92,,12/6/18 20:30,0.01
H202010637868     ,2018/12/06 20:45,44.51,19.13,0,48.44,0.92,178.02,76.52,0,193.77,0.92,,12/6/18 20:45,0.01
H202010637868     ,2018/12/06 21:00,43.92,17.86,0,47.41,0.93,175.68,71.44,0,189.65,0.93,,12/6/18 21:00,0.01
H202010637868     ,2018/12/06 21:15,44.02,18.06,0,47.58,0.93,176.07,72.22,0,190.31,0.93,,12/6/18 21:15,0.01
H202010637868     ,2018/12/06 21:30,44.21,17.96,0,47.72,0.93,176.85,71.83,0,190.88,0.93,,12/6/18 21:30,0.01
H202010637868     ,2018/12/06 21:45,44.31,17.76,0,47.74,0.93,177.24,71.05,0,190.95,0.93,,12/6/18 21:45,0.01
H202010637868     ,2018/12/06 22:00,44.31,18.06,0,47.85,0.93,177.24,72.22,0,191.39,0.93,,12/6/18 22:00,0.01
H202010637868     ,2018/12/06 22:15,43.82,18.06,0,47.4,0.92,175.29,72.22,0,189.59,0.92,,12/6/18 22:15,0.01
H202010637868     ,2018/12/06 22:30,43.82,18.45,0,47.55,0.92,175.29,73.79,0,190.19,0.92,,12/6/18 22:30,0.01
H202010637868     ,2018/12/06 22:45,43.33,18.35,0,47.06,0.92,173.34,73.4,0,188.24,0.92,,12/6/18 22:45,0.01
H202010637868     ,2018/12/06 23:00,43.43,18.35,0,47.15,0.92,173.73,73.4,0,188.6,0.92,,12/6/18 23:00,0.01
H202010637868     ,2018/12/06 23:15,43.04,18.15,0,46.71,0.92,172.17,72.61,0,186.85,0.92,,12/6/18 23:15,0.01
H202010637868     ,2018/12/06 23:30,42.55,17.08,0,45.85,0.93,170.21,68.32,0,183.41,0.93,,12/6/18 23:30,0.01
H202010637868     ,2018/12/06 23:45,42.26,16.98,0,45.55,0.93,169.04,67.93,0,182.18,0.93,,12/6/18 23:45,0.01
H202010637868     ,2018/12/07 0:00,41.87,17.28,0,45.29,0.92,167.48,69.1,0,181.18,0.92,,12/7/18 0:00,0.01
H202010637868     ,2018/12/07 0:15,42.26,17.57,0,45.77,0.92,169.04,70.27,0,183.07,0.92,,12/7/18 0:15,0.01
H202010637868     ,2018/12/07 0:30,41.38,17.37,0,44.88,0.92,165.53,69.49,0,179.52,0.92,,12/7/18 0:30,0.01
H202010637868     ,2018/12/07 0:45,41.77,17.08,0,45.13,0.93,167.09,68.32,0,180.52,0.93,,12/7/18 0:45,0.01
H202010637868     ,2018/12/07 1:00,40.89,16.98,0,44.28,0.92,163.58,67.93,0,177.12,0.92,,12/7/18 1:00,0.01
H202010637868     ,2018/12/07 1:15,40.89,17.28,0,44.39,0.92,163.58,69.1,0,177.57,0.92,,12/7/18 1:15,0.01
H202010637868     ,2018/12/07 1:30,40.5,17.18,0,44,0.92,162.02,68.71,0,175.98,0.92,,12/7/18 1:30,0.01
H202010637868     ,2018/12/07 1:45,40.11,16.88,0,43.52,0.92,160.45,67.54,0,174.09,0.92,,12/7/18 1:45,0.01
H202010637868     ,2018/12/07 2:00,40.31,16.79,0,43.66,0.92,161.24,67.15,0,174.66,0.92,,12/7/18 2:00,0.01
H202010637868     ,2018/12/07 2:15,40.02,16.69,0,43.36,0.92,160.06,66.76,0,173.43,0.92,,12/7/18 2:15,0.01
H202010637868     ,2018/12/07 2:30,39.92,16.59,0,43.23,0.92,159.67,66.37,0,172.92,0.92,,12/7/18 2:30,0.01
H202010637868     ,2018/12/07 2:45,39.33,16.69,0,42.73,0.92,157.33,66.76,0,170.91,0.92,,12/7/18 2:45,0.01
H202010637868     ,2018/12/07 3:00,39.43,16.59,0,42.78,0.92,157.72,66.37,0,171.12,0.92,,12/7/18 3:00,0.01
H202010637868     ,2018/12/07 3:15,39.33,16.59,0,42.69,0.92,157.33,66.37,0,170.76,0.92,,12/7/18 3:15,0.01
H202010637868     ,2018/12/07 3:30,39.14,16.49,0,42.47,0.92,156.55,65.98,0,169.89,0.92,,12/7/18 3:30,0.01
H202010637868     ,2018/12/07 3:45,39.14,16.59,0,42.51,0.92,156.55,66.37,0,170.04,0.92,,12/7/18 3:45,0.01
H202010637868     ,2018/12/07 4:00,39.14,16.59,0,42.51,0.92,156.55,66.37,0,170.04,0.92,,12/7/18 4:00,0.01
H202010637868     ,2018/12/07 4:15,39.24,16.69,0,42.64,0.92,156.94,66.76,0,170.55,0.92,,12/7/18 4:15,0.01
H202010637868     ,2018/12/07 4:30,39.14,16.79,0,42.59,0.92,156.55,67.15,0,170.34,0.92,,12/7/18 4:30,0.01
H202010637868     ,2018/12/07 4:45,39.04,16.79,0,42.5,0.92,156.16,67.15,0,169.99,0.92,,12/7/18 4:45,0.01
H202010637868     ,2018/12/07 5:00,39.53,17.18,0,43.1,0.92,158.11,68.71,0,172.4,0.92,,12/7/18 5:00,0.01
H202010637868     ,2018/12/07 5:15,39.92,17.67,0,43.65,0.91,159.67,70.66,0,174.61,0.91,,12/7/18 5:15,0.01
H202010637868     ,2018/12/07 5:30,40.5,18.45,0,44.51,0.91,162.02,73.79,0,178.03,0.91,,12/7/18 5:30,0.01
H202010637868     ,2018/12/07 5:45,40.5,18.35,0,44.47,0.91,162.02,73.4,0,177.87,0.91,,12/7/18 5:45,0.01
H202010637868     ,2018/12/07 6:00,40.41,18.06,0,44.26,0.91,161.63,72.22,0,177.03,0.91,,12/7/18 6:00,0.01
H202010637868     ,2018/12/07 6:15,40.6,18.15,0,44.48,0.91,162.41,72.61,0,177.9,0.91,,12/7/18 6:15,0.01
H202010637868     ,2018/12/07 6:30,40.7,17.76,0,44.41,0.92,162.8,71.05,0,177.63,0.92,,12/7/18 6:30,0.01
H202010637868     ,2018/12/07 6:45,39.82,17.47,0,43.48,0.92,159.28,69.88,0,173.94,0.92,,12/7/18 6:45,0.01
H202010637868     ,2018/12/07 7:00,40.7,17.67,0,44.37,0.92,162.8,70.66,0,177.47,0.92,,12/7/18 7:00,0.01
H202010637868     ,2018/12/07 7:15,41.19,17.76,0,44.85,0.92,164.75,71.05,0,179.42,0.92,,12/7/18 7:15,0.42
H202010637868     ,2018/12/07 7:30,42.36,17.86,0,45.97,0.92,169.43,71.44,0,183.88,0.92,,12/7/18 7:30,0.99
H202010637868     ,2018/12/07 7:45,43.24,18.15,0,46.89,0.92,172.95,72.61,0,187.57,0.92,,12/7/18 7:45,1.67
H202010637868     ,2018/12/07 8:00,41.68,17.96,0,45.38,0.92,166.7,71.83,0,181.52,0.92,,12/7/18 8:00,2.41
H202010637868     ,2018/12/07 8:15,41.97,18.64,0,45.92,0.91,167.87,74.57,0,183.69,0.91,,12/7/18 8:15,3.27
H202010637868     ,2018/12/07 8:30,42.55,18.45,0,46.38,0.92,170.21,73.79,0,185.52,0.92,,12/7/18 8:30,4.13
H202010637868     ,2018/12/07 8:45,42.16,18.74,0,46.14,0.91,168.65,74.96,0,184.56,0.91,,12/7/18 8:45,4.99
H202010637868     ,2018/12/07 9:00,42.65,18.64,0,46.55,0.92,170.6,74.57,0,186.19,0.92,,12/7/18 9:00,5.79
H202010637868     ,2018/12/07 9:15,43.33,18.15,0,46.98,0.92,173.34,72.61,0,187.93,0.92,,12/7/18 9:15,6.48
H202010637868     ,2018/12/07 9:30,41.97,18.06,0,45.69,0.92,167.87,72.22,0,182.75,0.92,,12/7/18 9:30,7.2
H202010637868     ,2018/12/07 9:45,43.04,18.25,0,46.75,0.92,172.17,73,0,187.01,0.92,,12/7/18 9:45,7.87
H202010637868     ,2018/12/07 10:00,43.53,18.54,0,47.31,0.92,174.12,74.18,0,189.26,0.92,,12/7/18 10:00,8.55
H202010637868     ,2018/12/07 10:15,43.43,18.54,0,47.23,0.92,173.73,74.18,0,188.9,0.92,,12/7/18 10:15,9.07
H202010637868     ,2018/12/07 10:30,43.04,19.03,0,47.06,0.91,172.17,76.13,0,188.25,0.91,,12/7/18 10:30,9.49
H202010637868     ,2018/12/07 10:45,42.26,18.74,0,46.23,0.91,169.04,74.96,0,184.92,0.91,,12/7/18 10:45,9.68
H202010637868     ,2018/12/07 11:00,43.92,19.32,0,47.98,0.92,175.68,77.3,0,191.93,0.92,,12/7/18 11:00,10.08
H202010637868     ,2018/12/07 11:15,44.31,19.72,0,48.5,0.91,177.24,78.86,0,193.99,0.91,,12/7/18 11:15,10.35
H202010637868     ,2018/12/07 11:30,44.31,19.72,0,48.5,0.91,177.24,78.86,0,193.99,0.91,,12/7/18 11:30,10.56
H202010637868     ,2018/12/07 11:45,43.14,19.52,0,47.35,0.91,172.56,78.08,0,189.4,0.91,,12/7/18 11:45,10.5
H202010637868     ,2018/12/07 12:00,42.46,18.93,0,46.49,0.91,169.82,75.74,0,185.95,0.91,,12/7/18 12:00,11.37
H202010637868     ,2018/12/07 12:15,42.36,18.84,0,46.36,0.91,169.43,75.35,0,185.43,0.91,,12/7/18 12:15,10.77
H202010637868     ,2018/12/07 12:30,41.97,18.54,0,45.88,0.91,167.87,74.18,0,183.53,0.91,,12/7/18 12:30,10.55
H202010637868     ,2018/12/07 12:45,43.04,19.13,0,47.1,0.91,172.17,76.52,0,188.4,0.91,,12/7/18 12:45,10.79
H202010637868     ,2018/12/07 13:00,42.94,19.52,0,47.17,0.91,171.78,78.08,0,188.69,0.91,,12/7/18 13:00,10.76
H202010637868     ,2018/12/07 13:15,43.72,19.91,0,48.04,0.91,174.9,79.64,0,192.18,0.91,,12/7/18 13:15,10.98
H202010637868     ,2018/12/07 13:30,44.21,19.81,0,48.45,0.91,176.85,79.25,0,193.8,0.91,,12/7/18 13:30,5.74
H202010637868     ,2018/12/07 13:45,45.48,19.81,0,49.61,0.92,181.93,79.25,0,198.44,0.92,,12/7/18 13:45,11.71
H202010637868     ,2018/12/07 14:00,45.09,20.01,0,49.33,0.91,180.36,80.03,0,197.32,0.91,,12/7/18 14:00,9.68
H202010637868     ,2018/12/07 14:15,44.7,20.01,0,48.97,0.91,178.8,80.03,0,195.9,0.91,,12/7/18 14:15,9.66
H202010637868     ,2018/12/07 14:30,44.41,19.91,0,48.67,0.91,177.63,79.64,0,194.67,0.91,,12/7/18 14:30,11.09
H202010637868     ,2018/12/07 14:45,44.7,19.81,0,48.89,0.91,178.8,79.25,0,195.58,0.91,,12/7/18 14:45,6.22
H202010637868     ,2018/12/07 15:00,44.02,19.23,0,48.03,0.92,176.07,76.91,0,192.13,0.92,,12/7/18 15:00,6.06
H202010637868     ,2018/12/07 15:15,44.02,19.32,0,48.07,0.92,176.07,77.3,0,192.29,0.92,,12/7/18 15:15,9.37
H202010637868     ,2018/12/07 15:30,44.31,19.62,0,48.46,0.91,177.24,78.47,0,193.84,0.91,,12/7/18 15:30,7.59
H202010637868     ,2018/12/07 15:45,45.38,20.69,0,49.88,0.91,181.54,82.76,0,199.51,0.91,,12/7/18 15:45,5.86
H202010637868     ,2018/12/07 16:00,44.7,20.2,0,49.05,0.91,178.8,80.81,0,196.22,0.91,,12/7/18 16:00,4.59
H202010637868     ,2018/12/07 16:15,44.7,20.3,0,49.09,0.91,178.8,81.2,0,196.38,0.91,,12/7/18 16:15,5.34
H202010637868     ,2018/12/07 16:30,44.99,19.62,0,49.08,0.92,179.97,78.47,0,196.34,0.92,,12/7/18 16:30,3.6
H202010637868     ,2018/12/07 16:45,45.09,19.52,0,49.13,0.92,180.36,78.08,0,196.54,0.92,,12/7/18 16:45,2.24
H202010637868     ,2018/12/07 17:00,45.29,19.81,0,49.43,0.92,181.15,79.25,0,197.72,0.92,,12/7/18 17:00,1.26
H202010637868     ,2018/12/07 17:15,45.19,19.52,0,49.22,0.92,180.76,78.08,0,196.9,0.92,,12/7/18 17:15,0.49
H202010637868     ,2018/12/07 17:30,45.09,19.03,0,48.94,0.92,180.36,76.13,0,195.77,0.92,,12/7/18 17:30,0.1
H202010637868     ,2018/12/07 17:45,45.38,18.84,0,49.14,0.92,181.54,75.35,0,196.55,0.92,,12/7/18 17:45,0.01
H202010637868     ,2018/12/07 18:00,45.29,19.13,0,49.16,0.92,181.15,76.52,0,196.64,0.92,,12/7/18 18:00,0.01
H202010637868     ,2018/12/07 18:15,44.9,18.93,0,48.73,0.92,179.58,75.74,0,194.9,0.92,,12/7/18 18:15,0.01
H202010637868     ,2018/12/07 18:30,44.31,18.74,0,48.11,0.92,177.24,74.96,0,192.44,0.92,,12/7/18 18:30,0.01
H202010637868     ,2018/12/07 18:45,43.63,18.64,0,47.44,0.92,174.51,74.57,0,189.77,0.92,,12/7/18 18:45,0.01
H202010637868     ,2018/12/07 19:00,44.02,18.45,0,47.73,0.92,176.07,73.79,0,190.91,0.92,,12/7/18 19:00,0.01
H202010637868     ,2018/12/07 19:15,44.21,18.64,0,47.98,0.92,176.85,74.57,0,191.93,0.92,,12/7/18 19:15,0.01
H202010637868     ,2018/12/07 19:30,43.43,18.35,0,47.15,0.92,173.73,73.4,0,188.6,0.92,,12/7/18 19:30,0.01
H202010637868     ,2018/12/07 19:45,43.33,18.35,0,47.06,0.92,173.34,73.4,0,188.24,0.92,,12/7/18 19:45,0.01
H202010637868     ,2018/12/07 20:00,43.33,18.25,0,47.02,0.92,173.34,73,0,188.08,0.92,,12/7/18 20:00,0.01
H202010637868     ,2018/12/07 20:15,43.14,17.96,0,46.73,0.92,172.56,71.83,0,186.91,0.92,,12/7/18 20:15,0.01
H202010637868     ,2018/12/07 20:30,43.14,17.67,0,46.62,0.93,172.56,70.66,0,186.46,0.93,,12/7/18 20:30,0.01
H202010637868     ,2018/12/07 20:45,42.75,17.67,0,46.26,0.92,171,70.66,0,185.02,0.92,,12/7/18 20:45,0.01
H202010637868     ,2018/12/07 21:00,42.94,17.86,0,46.51,0.92,171.78,71.44,0,186.04,0.92,,12/7/18 21:00,0.01
H202010637868     ,2018/12/07 21:15,42.46,17.76,0,46.02,0.92,169.82,71.05,0,184.09,0.92,,12/7/18 21:15,0.01
H202010637868     ,2018/12/07 21:30,43.04,17.96,0,46.64,0.92,172.17,71.83,0,186.55,0.92,,12/7/18 21:30,0.01
H202010637868     ,2018/12/07 21:45,42.75,17.96,0,46.37,0.92,171,71.83,0,185.47,0.92,,12/7/18 21:45,0.01
H202010637868     ,2018/12/07 22:00,42.75,17.76,0,46.29,0.92,171,71.05,0,185.17,0.92,,12/7/18 22:00,0.01
H202010637868     ,2018/12/07 22:15,42.36,17.57,0,45.86,0.92,169.43,70.27,0,183.43,0.92,,12/7/18 22:15,0.01
H202010637868     ,2018/12/07 22:30,41.97,17.57,0,45.5,0.92,167.87,70.27,0,181.99,0.92,,12/7/18 22:30,0.01
H202010637868     ,2018/12/07 22:45,41.68,17.28,0,45.11,0.92,166.7,69.1,0,180.46,0.92,,12/7/18 22:45,0.01
H202010637868     ,2018/12/07 23:00,41.28,17.47,0,44.83,0.92,165.14,69.88,0,179.32,0.92,,12/7/18 23:00,0.01
H202010637868     ,2018/12/07 23:15,41.09,17.47,0,44.65,0.92,164.36,69.88,0,178.6,0.92,,12/7/18 23:15,0.01
H202010637868     ,2018/12/07 23:30,40.7,17.18,0,44.18,0.92,162.8,68.71,0,176.7,0.92,,12/7/18 23:30,0.01
H202010637868     ,2018/12/07 23:45,40.89,16.88,0,44.24,0.92,163.58,67.54,0,176.97,0.92,,12/7/18 23:45,0.01
H202010637868     ,2018/12/08 0:00,40.41,16.4,0,43.61,0.93,161.63,65.59,0,174.43,0.93,,12/8/18 0:00,0.01
H202010637868     ,2018/12/08 0:15,40.31,16.1,0,43.41,0.93,161.24,64.42,0,173.63,0.93,,12/8/18 0:15,0.01
H202010637868     ,2018/12/08 0:30,40.21,16.2,0,43.35,0.93,160.84,64.81,0,173.41,0.93,,12/8/18 0:30,0.01
H202010637868     ,2018/12/08 0:45,39.72,16.1,0,42.86,0.93,158.89,64.42,0,171.45,0.93,,12/8/18 0:45,0.01
H202010637868     ,2018/12/08 1:00,39.92,16.3,0,43.12,0.93,159.67,65.2,0,172.47,0.93,,12/8/18 1:00,0.01
H202010637868     ,2018/12/08 1:15,39.53,16.4,0,42.79,0.92,158.11,65.59,0,171.18,0.92,,12/8/18 1:15,0.01
H202010637868     ,2018/12/08 1:30,39.43,16.2,0,42.63,0.92,157.72,64.81,0,170.52,0.92,,12/8/18 1:30,0.01
H202010637868     ,2018/12/08 1:45,39.04,16.2,0,42.27,0.92,156.16,64.81,0,169.07,0.92,,12/8/18 1:45,0.01
H202010637868     ,2018/12/08 2:00,39.24,16.4,0,42.52,0.92,156.94,65.59,0,170.09,0.92,,12/8/18 2:00,0.01
H202010637868     ,2018/12/08 2:15,38.75,16.01,0,41.92,0.92,154.99,64.03,0,167.69,0.92,,12/8/18 2:15,0.01
H202010637868     ,2018/12/08 2:30,38.84,16.2,0,42.09,0.92,155.38,64.81,0,168.35,0.92,,12/8/18 2:30,0.01
H202010637868     ,2018/12/08 2:45,38.55,15.91,0,41.71,0.92,154.21,63.64,0,166.82,0.92,,12/8/18 2:45,0.01
H202010637868     ,2018/12/08 3:00,38.55,16.1,0,41.78,0.92,154.21,64.42,0,167.12,0.92,,12/8/18 3:00,0.01
H202010637868     ,2018/12/08 3:15,38.55,16.01,0,41.74,0.92,154.21,64.03,0,166.97,0.92,,12/8/18 3:15,0.01
H202010637868     ,2018/12/08 3:30,38.36,15.91,0,41.53,0.92,153.43,63.64,0,166.1,0.92,,12/8/18 3:30,0.01
H202010637868     ,2018/12/08 3:45,38.26,16.01,0,41.47,0.92,153.04,64.03,0,165.89,0.92,,12/8/18 3:45,0.01
H202010637868     ,2018/12/08 4:00,37.97,16.01,0,41.2,0.92,151.87,64.03,0,164.81,0.92,,12/8/18 4:00,0.01
H202010637868     ,2018/12/08 4:15,38.06,16.01,0,41.29,0.92,152.26,64.03,0,165.17,0.92,,12/8/18 4:15,0.01
H202010637868     ,2018/12/08 4:30,37.77,16.01,0,41.02,0.92,151.08,64.03,0,164.09,0.92,,12/8/18 4:30,0.01
H202010637868     ,2018/12/08 4:45,37.87,16.1,0,41.15,0.92,151.48,64.42,0,164.6,0.92,,12/8/18 4:45,0.01
H202010637868     ,2018/12/08 5:00,38.16,16.3,0,41.5,0.92,152.65,65.2,0,165.99,0.92,,12/8/18 5:00,0.01
H202010637868     ,2018/12/08 5:15,37.67,15.91,0,40.89,0.92,150.69,63.64,0,163.58,0.92,,12/8/18 5:15,0.01
H202010637868     ,2018/12/08 5:30,38.94,16.88,0,42.45,0.92,155.77,67.54,0,169.78,0.92,,12/8/18 5:30,0.01
H202010637868     ,2018/12/08 5:45,38.65,16.79,0,42.14,0.92,154.6,67.15,0,168.55,0.92,,12/8/18 5:45,0.01
H202010637868     ,2018/12/08 6:00,38.94,16.69,0,42.37,0.92,155.77,66.76,0,169.47,0.92,,12/8/18 6:00,0.01
H202010637868     ,2018/12/08 6:15,38.75,16.79,0,42.23,0.92,154.99,67.15,0,168.91,0.92,,12/8/18 6:15,0.01
H202010637868     ,2018/12/08 6:30,38.45,16.59,0,41.88,0.92,153.82,66.37,0,167.52,0.92,,12/8/18 6:30,0.01
H202010637868     ,2018/12/08 6:45,38.55,16.49,0,41.93,0.92,154.21,65.98,0,167.73,0.92,,12/8/18 6:45,0.01
H202010637868     ,2018/12/08 7:00,38.06,16.2,0,41.37,0.92,152.26,64.81,0,165.47,0.92,,12/8/18 7:00,0.01
H202010637868     ,2018/12/08 7:15,37.97,16.1,0,41.24,0.92,151.87,64.42,0,164.96,0.92,,12/8/18 7:15,0.49
H202010637868     ,2018/12/08 7:30,37.48,16.4,0,40.91,0.92,149.91,65.59,0,163.63,0.92,,12/8/18 7:30,1.04
H202010637868     ,2018/12/08 7:45,37.58,16.2,0,40.92,0.92,150.3,64.81,0,163.68,0.92,,12/8/18 7:45,1.71
H202010637868     ,2018/12/08 8:00,37.19,16.3,0,40.6,0.92,148.74,65.2,0,162.4,0.92,,12/8/18 8:00,2.45
H202010637868     ,2018/12/08 8:15,37.28,16.49,0,40.77,0.91,149.13,65.98,0,163.08,0.91,,12/8/18 8:15,3.21
H202010637868     ,2018/12/08 8:30,37.19,16.49,0,40.68,0.91,148.74,65.98,0,162.72,0.91,,12/8/18 8:30,4.14
H202010637868     ,2018/12/08 8:45,37.87,16.88,0,41.46,0.91,151.48,67.54,0,165.85,0.91,,12/8/18 8:45,5.02
H202010637868     ,2018/12/08 9:00,38.36,17.67,0,42.23,0.91,153.43,70.66,0,168.92,0.91,,12/8/18 9:00,5.82
H202010637868     ,2018/12/08 9:15,38.26,17.47,0,42.06,0.91,153.04,69.88,0,168.24,0.91,,12/8/18 9:15,6.54
H202010637868     ,2018/12/08 9:30,38.65,17.57,0,42.45,0.91,154.6,70.27,0,169.82,0.91,,12/8/18 9:30,7.25
H202010637868     ,2018/12/08 9:45,38.16,17.57,0,42.01,0.91,152.65,70.27,0,168.04,0.91,,12/8/18 9:45,8.02
H202010637868     ,2018/12/08 10:00,38.26,18.25,0,42.39,0.9,153.04,73,0,169.56,0.9,,12/8/18 10:00,8.71
H202010637868     ,2018/12/08 10:15,37.67,17.86,0,41.69,0.9,150.69,71.44,0,166.77,0.9,,12/8/18 10:15,9.26
H202010637868     ,2018/12/08 10:30,38.06,17.96,0,42.09,0.9,152.26,71.83,0,168.35,0.9,,12/8/18 10:30,9.64
H202010637868     ,2018/12/08 10:45,38.84,17.96,0,42.8,0.91,155.38,71.83,0,171.18,0.91,,12/8/18 10:45,4.94
H202010637868     ,2018/12/08 11:00,39.63,18.93,0,43.92,0.9,158.5,75.74,0,175.67,0.9,,12/8/18 11:00,9.08
H202010637868     ,2018/12/08 11:15,38.94,18.64,0,43.17,0.9,155.77,74.57,0,172.7,0.9,,12/8/18 11:15,10.7
H202010637868     ,2018/12/08 11:30,38.45,18.64,0,42.73,0.9,153.82,74.57,0,170.94,0.9,,12/8/18 11:30,10.64
H202010637868     ,2018/12/08 11:45,38.84,18.74,0,43.13,0.9,155.38,74.96,0,172.51,0.9,,12/8/18 11:45,10.85
H202010637868     ,2018/12/08 12:00,38.94,18.93,0,43.3,0.9,155.77,75.74,0,173.21,0.9,,12/8/18 12:00,11.02
